Index,Company Name,Symbol,Price,Sector,Industry,NAICS,Beta,PE,EPS
2666,"Raven Industries, Inc. - Common Stock",RAVN,23.17,Industrials,Industrial Products,Other Industrial Machinery Manufacturing(333249),,,
2667,RBB Bancorp - Common Stock,RBB,14.63,Financial Services,Banks,Commercial Banking(522110),,,
2668,Ribbon Communications Inc.  - Common Stock,RBBN,4.56,Communication Services,Telecommunication Services,All Other Telecommunications(517919),,,
2669,"Republic Bancorp, Inc. - Class A Common Stock",RBCAA,36.05,Financial Services,Banks,Commercial Banking(522110),,,
2670,"Rubicon Technology, Inc. - Common Stock",RBCN,7.48,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
2671,"Rhinebeck Bancorp, Inc. - Common Stock",RBKB,7.00,Financial Services,Banks,Commercial Banking(522110),,,
2672,"Reliant Bancorp, Inc. - Common Stock",RBNC,15.61,Financial Services,Banks,Commercial Banking(522110),,,
2673,Avita Medical Limited - American Depositary Shares,RCEL,6.82,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
2674,Rent-A-Center Inc. - Common Stock,RCII,28.29,Industrials,Business Services,All Other Consumer Goods Rental(532289),,,
2675,"Rocket Pharmaceuticals, Inc. - Common Stock",RCKT,18.71,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2676,"Rocky Brands, Inc. - Common Stock",RCKY,23.05,Consumer Cyclical,Manufacturing - Apparel & Accessories,Footwear Manufacturing(316210),,,
2677,R1 RCM Inc. - Common Stock,RCM,12.64,Healthcare,Healthcare Providers & Services,Administrative Management and General Management Consulting Services(541611),,,
2678,"RCM Technologies, Inc. - Common Stock",RCMT,1.9199,Industrials,Construction,Engineering Services(541330),,,
2679,"Recon Technology, Ltd. - Ordinary Shares",RCON,1.89,Energy,Oil & Gas,,,,
2680,Radcom Ltd. - Ordinary Shares,RDCM,7.68,Communication Services,Telecommunication Services,,,,
2681,Redfin Corporation - Common Stock,RDFN,33.84,Real Estate,Real Estate,Other Activities Related to Real Estate(531390),,,
2682,Redhill Biopharma Ltd. - American Depositary Shares,RDHL,7.18,Healthcare,Drug Manufacturers,,,,
2683,Reading International Inc - Class A Non-voting Common Stock,RDI,4.11,Communication Services,Media - Diversified,Motion Picture Theaters (except Drive-Ins)(512131),,,
2684,Reading International Inc - Class B Voting Common Stock,RDIB,16.60,Communication Services,Media - Diversified,Motion Picture Theaters (except Drive-Ins)(512131),,,
2685,"RadNet, Inc. - Common Stock",RDNT,17.99,Healthcare,Medical Diagnostics & Research,Diagnostic Imaging Centers(621512),,,
2686,"Radius Health, Inc. - Common Stock",RDUS,13.68,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
2687,"Red Violet, Inc. - Common Stock ",RDVT,19.65,Technology,Software,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers(423430),,,
2688,First Trust Rising Dividend Achievers ETF,RDVY,nan,nan,nan,nan,,,
2689,Radware Ltd. - Ordinary Shares,RDWR,24.10,Technology,Software,Other Computer Related Services(541519),,,
2690,"The RealReal, Inc. - Common Stock",REAL,15.37,Consumer Cyclical,Retail - Cyclical,Electronic Shopping and Mail-Order Houses(454110),,,
2691,RISE Education Cayman Ltd - American Depositary Shares,REDU,3.42,Consumer Defensive,Education,,,,
2692,"Reeds, Inc. - Common Stock",REED,1.15,Consumer Defensive,Beverages - Non-Alcoholic,Soft Drink Manufacturing(312111),,,
2693,Research Frontiers Incorporated - Common Stock,REFR,5.04,Technology,Hardware,Other Electronic Component Manufacturing(334419),,,
2694,Regency Centers Corporation - Common Stock,REG,50.78,Real Estate,REITs,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
2695,"Renewable Energy Group, Inc. - Common Stock",REGI,32.58,Energy,Oil & Gas,All Other Basic Organic Chemical Manufacturing(325199),,,
2696,"Regeneron Pharmaceuticals, Inc. - Common Stock",REGN,608.59,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2697,"Rekor Systems, Inc. - Common Stock",REKR,3.62,Industrials,Business Services,Security Systems Services (except Locksmiths)(561621),,,
2698,"Richardson Electronics, Ltd. - Common Stock",RELL,4.42,Technology,Hardware,Other Electronic Parts and Equipment Merchant Wholesalers(423690),,,
2699,"Reliv' International, Inc. - Common Stock",RELV,3.595,Consumer Defensive,Consumer Packaged Goods,All Other Miscellaneous Food Manufacturing(311999),,,
2700,"Recro Pharma, Inc. - Common Stock",REPH,5.66,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
2701,"Replimune Group, Inc. - Common Stock",REPL,20.06,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2702,Resonant Inc. - Common Stock,RESN,2.95,Technology,Semiconductors,Semiconductor Machinery Manufacturing(333242),,,
2703,"Reata Pharmaceuticals, Inc. - Class A Common Stock",RETA,132.85,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2704,"ReTo Eco-Solutions, Inc. - Common Shares",RETO,0.94,Basic Materials,Building Materials,,,,
2705,"Rexahn Pharmaceuticals, Inc. - Common Stock",REXN,2.5299,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2706,Reynolds Consumer Products Inc. - Common Stock,REYN,32.45,Consumer Cyclical,Packaging & Containers,All Other Miscellaneous Manufacturing(339999),,,
2707,First Trust RiverFront Dynamic Asia Pacific ETF,RFAP,48.836,,,,,,
2708,First Trust RiverFront Dynamic Developed International ETF,RFDI,54.625,,,,,,
2709,First Trust RiverFront Dynamic Emerging Markets ETF,RFEM,57.14,,,,,,
2710,First Trust RiverFront Dynamic Europe ETF,RFEU,56.123,,,,,,
2711,"RF Industries, Ltd. - Common Stock",RFIL,6.10,Industrials,Industrial Products,Electronic Connector Manufacturing(334417),,,
2712,RGC Resources Inc. - Common Stock,RGCO,25.81,Utilities,Utilities - Regulated,Natural Gas Distribution(221210),,,
2713,Repligen Corporation - Common Stock,RGEN,115.67,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
2714,"Royal Gold, Inc. - Common Stock",RGLD,122.25,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
2715,Regulus Therapeutics Inc. - Common Stock,RGLS,0.9199,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2716,REGENXBIO Inc. - Common Stock,RGNX,36.93,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2717,"Resources Connection, Inc. - Common Stock",RGP,12.53,Industrials,Business Services,All Other Business Support Services(561499),,,
2718,RiceBran Technologies - Common Stock,RIBT,1.02,Consumer Defensive,Consumer Packaged Goods,Rice Milling(311212),,,
2719,"RCI Hospitality Holdings, Inc. - Common Stock",RICK,17.73,Consumer Cyclical,Restaurants,Drinking Places (Alcoholic Beverages)(722410),,,
2720,"Rigel Pharmaceuticals, Inc. - Common Stock",RIGL,1.94,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2721,"B. Riley Financial, Inc. - Common Stock",RILY,23.02,Financial Services,Diversified Financial Services,Investment Advice(523930),,,
2722,"B. Riley Financial, Inc. - 7.25% Senior Notes due 2027",RILYG,nan,nan,nan,nan,,,
2723,"B. Riley Financial, Inc. - 7.375% Senior Notes Due 2023",RILYH,nan,nan,nan,nan,,,
2724,"B. Riley Financial, Inc. - 6.875% Senior Notes due 2023",RILYI,nan,nan,nan,nan,,,
2725,"B. Riley Financial, Inc. - 6.375% Senior Notes due 2025",RILYM,nan,nan,nan,nan,,,
2726,"B. Riley Financial, Inc. - 6.50% Senior Notes Due 2026",RILYN,22.55,Industrials,Business Services,"All Other Professional, Scientific, and Technical Services(541990)",,,
2727,"B. Riley Financial, Inc. - 6.75% Senior Notes due 2024",RILYO,nan,nan,nan,nan,,,
2728,"B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock",RILYP,23.48,Financial Services,Diversified Financial Services,Investment Advice(523930),,,
2729,"B. Riley Financial, Inc. - 7.50% Senior Notes Due 2027",RILYZ,nan,nan,nan,nan,,,
2730,iShares MSCI Global Gold Miners ETF,RING,27.27,,,,,,
2731,"Riot Blockchain, Inc - Common Stock",RIOT,2.62,Technology,Software,Software Publishers(511210),,,
2732,Riverview Financial Corporation - Common Stock,RIVE,7.60,Financial Services,Banks,Commercial Banking(522110),,,
2733,"Arcadia Biosciences, Inc. - Common Stock",RKDA,4.01,Basic Materials,Agriculture,Pesticide and Other Agricultural Chemical Manufacturing(325320),,,
2734,"Relmada Therapeutics, Inc. - Common Stock",RLMD,48.49,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
2735,"Richmond Mutual Bancorporation, Inc. - Common Stock",RMBI,11.79,Financial Services,Banks,Commercial Banking(522110),,,
2736,"RumbleOn, Inc. - Class B Common Stock",RMBL,12.22,Consumer Cyclical,Retail - Cyclical,Motor Vehicle Supplies and New Parts Merchant Wholesalers(423120),,,
2737,"Rambus, Inc. - Common Stock",RMBS,16.35,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
2738,"Rocky Mountain Chocolate Factory, Inc. - Common Stock",RMCF,5.535,Consumer Defensive,Consumer Packaged Goods,Confectionery Manufacturing from Purchased Chocolate(311352),,,
2739,"Rimini Street, Inc. - Common Stock",RMNI,4.50,Technology,Software,Software Publishers(511210),,,
2740,The RMR Group Inc. - Class A Common Stock,RMR,33.98,Real Estate,Real Estate,Other Activities Related to Real Estate(531390),,,
2741,"Rockwell Medical, Inc. - Common Stock",RMTI,2.14,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
2742,"Randolph Bancorp, Inc. - Common Stock",RNDB,10.00,Financial Services,Banks,Commercial Banking(522110),,,
2743,First Trust Developed International Equity Select ETF,RNDM,nan,nan,nan,nan,,,
2744,First Trust US Equity Dividend Select ETF,RNDV,nan,nan,nan,nan,,,
2745,First Trust Emerging Markets Equity Select ETF,RNEM,nan,nan,nan,nan,,,
2746,"RigNet, Inc. - Common Stock",RNET,3.49,Energy,Oil & Gas,Drilling Oil and Gas Wells(213111),,,
2747,First Trust Large Cap US Equity Select ETF,RNLC,nan,nan,nan,nan,,,
2748,First Trust Mid Cap US Equity Select ETF,RNMC,nan,nan,nan,nan,,,
2749,First Trust Small Cap US Equity Select ETF,RNSC,nan,nan,nan,nan,,,
2750,Renasant Corporation - Common Stock,RNST,27.24,Financial Services,Banks,Commercial Banking(522110),,,
2751,"RealNetworks, Inc. - Common Stock",RNWK,1.59,Communication Services,Interactive Media,Software Publishers(511210),,,
2752,"Construction Partners, Inc. - Common Stock",ROAD,19.23,Industrials,Construction,"Highway, Street, and Bridge Construction(237310)",,,
2753,First Trust Nasdaq Artificial Intelligence and Robotics ETF,ROBT,nan,nan,nan,nan,,,
2754,Roth CH Acquisition I Co. - Unit,ROCHU,10.03,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2755,"Gibraltar Industries, Inc. - Common Stock",ROCK,49.68,Industrials,Construction,Clay Building Material and Refractory Manufacturing(327120),,,
2756,Retail Opportunity Investments Corp. - Common Stock,ROIC,12.80,Real Estate,REITs,Lessors of Other Real Estate Property(531190),,,
2757,"Roku, Inc. - Class A Common Stock",ROKU,113.25,Communication Services,Media - Diversified,Cable and Other Subscription Programming(515210),,,
2758,RBC Bearings Incorporated - Common Stock,ROLL,148.55,Industrials,Industrial Products,Ball and Roller Bearing Manufacturing(332991),,,
2759,Rosehill Resources Inc. - Class A Common Stock,ROSE,0.78,Energy,Oil & Gas,Drilling Oil and Gas Wells(213111),,,
2760,Rosehill Resources Inc. - Unit,ROSEU,1.85,Energy,Oil & Gas,Drilling Oil and Gas Wells(213111),,,
2761,Rosehill Resources Inc. - Warrants,ROSEW,nan,nan,nan,nan,,,
2762,"Ross Stores, Inc. - Common Stock",ROST,101.59,Consumer Cyclical,Retail - Cyclical,Family Clothing Stores(448140),,,
2763,"RealPage, Inc. - Common Stock",RP,67.76,Technology,Software,Software Publishers(511210),,,
2764,Repay Holdings Corporation - Class A Common Stock,RPAY,25.95,Technology,Software,Software Publishers(511210),,,
2765,"Rapid7, Inc. - Common Stock",RPD,51.42,Technology,Software,Software Publishers(511210),,,
2766,"Red River Bancshares, Inc. - Common Stock",RRBI,40.14,Financial Services,Banks,Commercial Banking(522110),,,
2767,"Red Robin Gourmet Burgers, Inc. - Common Stock",RRGB,16.88,Consumer Cyclical,Restaurants,Full-Service Restaurants(722511),,,
2768,"Red Rock Resorts, Inc. - Class A Common Stock",RRR,14.82,Consumer Cyclical,Travel & Leisure,Casinos (except Casino Hotels)(713210),,,
2769,"Research Solutions, Inc - Common Stock",RSSS,3.00,Technology,Software,Custom Computer Programming Services(541511),,,
2770,VanEck Vectors Retail ETF,RTH,133.52,,,,,,
2771,"RTI Surgical Holdings, Inc. - Common Stock",RTIX,3.11,Healthcare,Medical Devices & Instruments,Surgical Appliance and Supplies Manufacturing(339113),,,
2772,Rattler Midstream LP - Common Units Representing Limited Partnership Interests,RTLR,10.86,Energy,Oil & Gas,Pipeline Transportation of Crude Oil(486110),,,
2773,"Retrophin, Inc. - Common Stock",RTRX,15.09,Healthcare,Biotechnology,Medicinal and Botanical Manufacturing(325411),,,
2774,"Rubius Therapeutics, Inc. - Common Stock",RUBY,6.81,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
2775,Ruhnn Holding Limited - American Depositary Shares,RUHN,3.50,Consumer Cyclical,Retail - Cyclical,Clothing Accessories and Other Clothing Manufacturing(315990),,,
2776,Sunrun Inc. - Common Stock,RUN,19.33,Technology,Semiconductors,Other Electric Power Generation(221118),,,
2777,"Rush Enterprises, Inc. - Class A Common Stock",RUSHA,44.80,Consumer Cyclical,Vehicles & Parts,New Car Dealers(441110),,,
2778,"Rush Enterprises, Inc. - Class B Common Stock",RUSHB,37.84,Consumer Cyclical,Vehicles & Parts,New Car Dealers(441110),,,
2779,"Ruth's Hospitality Group, Inc. - Common Stock",RUTH,11.065,Consumer Cyclical,Restaurants,Full-Service Restaurants(722511),,,
2780,"Revolution Medicines, Inc. - Common Stock",RVMD,35.08,Healthcare,Biotechnology,Medicinal and Botanical Manufacturing(325411),,,
2781,"Revance Therapeutics, Inc. - Common Stock",RVNC,22.69,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2782,Riverview Bancorp Inc - Common Stock,RVSB,5.94,Financial Services,Banks,Commercial Banking(522110),,,
2783,ReWalk Robotics Ltd. - Ordinary Shares,RWLK,1.80,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
2784,"Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares",RYAAY,77.62,Industrials,Transportation,,,,
2785,"Rhythm Pharmaceuticals, Inc. - Common Stock",RYTM,20.91,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2786,Sabre Corporation - Common Stock,SABR,9.56,Technology,Software,All Other Information Services(519190),,,
2787,"SAExploration Holdings, Inc. - Common Stock",SAEX,1.91,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
2788,"Sanderson Farms, Inc. - Common Stock",SAFM,127.66,Consumer Defensive,Consumer Packaged Goods,Poultry Processing(311615),,,
2789,"Safety Insurance Group, Inc. - Common Stock",SAFT,80.33,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
2790,"Sage Therapeutics, Inc. - Common Stock",SAGE,36.47,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2791,"Saia, Inc. - Common Stock",SAIA,113.20,Industrials,Transportation,"General Freight Trucking, Long-Distance, Truckload(484121)",,,
2792,"Salisbury Bancorp, Inc. - Common Stock",SAL,43.86,Financial Services,Banks,Savings Institutions(522120),,,
2793,"Salem Media Group, Inc. - Class A Common Stock",SALM,1.10,Communication Services,Media - Diversified,Radio Stations(515112),,,
2794,Schultze Special Purpose Acquisition Corp. - Common Stock,SAMA,10.34,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2795,Schultze Special Purpose Acquisition Corp. - Unit,SAMAU,11.96,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2796,Schultze Special Purpose Acquisition Corp. - Warrant,SAMAW,nan,nan,nan,nan,,,
2797,Silvercrest Asset Management Group Inc. - Common Stock,SAMG,13.06,Financial Services,Asset Management,Portfolio Management(523920),,,
2798,Sanmina Corporation - Common Stock,SANM,28.25,Technology,Hardware,Bare Printed Circuit Board Manufacturing(334412),,,
2799,S&W Seed Company - Common Stock,SANW,2.27,Consumer Defensive,Consumer Packaged Goods,All Other Miscellaneous Crop Farming(111998),,,
2800,Software Acquisition Group Inc. - Class A Common Stock,SAQN,9.95,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2801,Software Acquisition Group Inc. - Unit,SAQNU,10.00,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
2802,Software Acquisition Group Inc. - Warrant,SAQNW,nan,nan,nan,nan,,,
2803,"Sandy Spring Bancorp, Inc. - Common Stock",SASR,28.44,Financial Services,Banks,Commercial Banking(522110),,,
2804,EchoStar Corporation - Common stock,SATS,34.27,Technology,Hardware,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing(334220),,,
2805,"Cassava Sciences, Inc. - Common Stock",SAVA,2.79,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2806,SBA Communications Corporation - Class A Common Stock,SBAC,308.25,Real Estate,REITs,Other Activities Related to Real Estate(531390),,,
2807,Strongbridge Biopharma plc - Ordinary Shares,SBBP,3.59,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
2808,SB One Bancorp - Common Stock,SBBX,19.83,Financial Services,Banks,Commercial Banking(522110),,,
2809,Seacoast Banking Corporation of Florida - Common Stock,SBCF,24.22,Financial Services,Banks,Commercial Banking(522110),,,
2810,"SB Financial Group, Inc. - Common Stock",SBFG,17.14,Financial Services,Banks,Commercial Banking(522110),,,
2811,"Sinclair Broadcast Group, Inc. - Class A Common Stock",SBGI,23.00,Communication Services,Media - Diversified,Television Broadcasting(515120),,,
2812,Star Bulk Carriers Corp. - Common Shares,SBLK,6.65,Industrials,Transportation,,,,
2813,Star Bulk Carriers Corp. - 8.30% Senior Notes due 2022,SBLKZ,nan,nan,nan,nan,,,
2814,Signature Bank - Common Stock,SBNY,117.10,Financial Services,Banks,Commercial Banking(522110),,,
2815,"Spring Bank Pharmaceuticals, Inc. - Common Stock",SBPH,1.66,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2816,"Sabra Health Care REIT, Inc. - Common Stock",SBRA,16.30,Real Estate,REITs,Lessors of Other Real Estate Property(531190),,,
2817,"Southside Bancshares, Inc. - Common Stock",SBSI,30.70,Financial Services,Banks,Commercial Banking(522110),,,
2818,"Sterling Bancorp, Inc. - Common Stock",SBT,3.81,Financial Services,Banks,Commercial Banking(522110),,,
2819,Starbucks Corporation - Common Stock,SBUX,82.37,Consumer Cyclical,Restaurants,Snack and Nonalcoholic Beverage Bars(722515),,,
2820,Scholastic Corporation - Common Stock,SCHL,33.22,Communication Services,Media - Diversified,Book Publishers(511130),,,
2821,"Schnitzer Steel Industries, Inc. - Class A Common Stock",SCHN,18.00,Basic Materials,Steel,Iron and Steel Mills and Ferro-Alloy Manufacturing(331110),,,
2822,"Socket Mobile, Inc. - Common Stock",SCKT,1.3517,Technology,Hardware,Electronic Computer Manufacturing(334111),,,
2823,Superconductor Technologies Inc. - Common Stock,SCON,0.52,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
2824,"comScore, Inc. - Common Stock",SCOR,3.92,Communication Services,Media - Diversified,Advertising Agencies(541810),,,
2825,scPharmaceuticals Inc. - Common Stock,SCPH,7.96,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2826,SciPlay Corporation - Class A Common Stock,SCPL,14.91,Communication Services,Interactive Media,Software Publishers(511210),,,
2827,"ScanSource, Inc. - Common Stock",SCSC,27.58,Technology,Hardware,Custom Computer Programming Services(541511),,,
2828,"Shoe Carnival, Inc. - Common Stock",SCVL,28.29,Consumer Cyclical,Retail - Cyclical,Shoe Stores(448210),,,
2829,SecureWorks Corp. - Class A Common Stock,SCWX,12.24,Technology,Software,Software Publishers(511210),,,
2830,"SCYNEXIS, Inc. - Common Stock",SCYX,0.8888,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
2831,iShares MSCI EAFE Small-Cap ETF,SCZ,56.45,,,,,,
2832,"SmileDirectClub, Inc. - Common Stock",SDC,8.70,Healthcare,Medical Devices & Instruments,Dental Equipment and Supplies Manufacturing(339114),,,
2833,iShares MSCI Global Impact ETF,SDG,69.52,,,,,,
2834,"Schrodinger, Inc. - Common Stock",SDGR,68.59,Healthcare,Healthcare Providers & Services,Software Publishers(511210),,,
2835,First Trust SMID Cap Rising Dividend Achievers ETF,SDVY,nan,nan,nan,nan,,,
2836,"SeaChange International, Inc. - Common Stock",SEAC,2.09,Technology,Software,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing(334220),,,
2837,Secoo Holding Limited - American Depositary Shares,SECO,3.49,Consumer Cyclical,Retail - Cyclical,,,,
2838,"SolarEdge Technologies, Inc. - Common Stock",SEDG,148.84,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
2839,Origin Agritech Limited - Common Stock,SEED,4.30,Basic Materials,Agriculture,,,,
2840,"Seelos Therapeutics, Inc. - Common Stock",SEEL,1.12,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2841,SEI Investments Company - Common Stock,SEIC,59.88,Financial Services,Asset Management,Investment Advice(523930),,,
2842,"Selecta Biosciences, Inc. - Common Stock",SELB,4.06,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2843,"Global Self Storage, Inc. - Common Stock",SELF,3.96,Real Estate,REITs,General Warehousing and Storage(493110),,,
2844,Seneca Foods Corp. - Class A Common Stock,SENEA,36.93,Consumer Defensive,Consumer Packaged Goods,Fruit and Vegetable Canning(311421),,,
2845,Seneca Foods Corp. - Class B Common Stock,SENEB,36.55,Consumer Defensive,Consumer Packaged Goods,Fruit and Vegetable Canning(311421),,,
2846,"Sesen Bio, Inc. - Common Stock",SESN,0.79,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2847,"Sound Financial Bancorp, Inc. - Common Stock",SFBC,23.75,Financial Services,Banks,Savings Institutions(522120),,,
2848,"ServisFirst Bancshares, Inc. - Common Stock",SFBS,37.98,Financial Services,Banks,Commercial Banking(522110),,,
2849,Safe-T Group Ltd. - American Depositary Shares,SFET,1.55,Technology,Software,Software Publishers(511210),,,
2850,"Stitch Fix, Inc. - Class A Common Stock",SFIX,23.55,Consumer Cyclical,Retail - Cyclical,Clothing Accessories and Other Clothing Manufacturing(315990),,,
2851,"Sprouts Farmers Market, Inc. - Common Stock",SFM,24.88,Consumer Defensive,Retail - Defensive,Supermarkets and Other Grocery (except Convenience) Stores(445110),,,
2852,Simmons First National Corporation - Common Stock,SFNC,18.785,Financial Services,Banks,Commercial Banking(522110),,,
2853,"Southern First Bancshares, Inc. - Common Stock",SFST,30.18,Financial Services,Banks,Offices of Bank Holding Companies(551111),,,
2854,"Sirius International Insurance Group, Ltd. - Common Share",SG,6.60,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
2855,"Saga Communications, Inc. - Class A Common Stock",SGA,26.04,Communication Services,Media - Diversified,Radio Stations(515112),,,
2856,"SG Blocks, Inc. - Common Stock",SGBX,2.73,Industrials,Industrial Products,Fabricated Structural Metal Manufacturing(332312),,,
2857,"Superior Group of Companies, Inc. - Common Stock",SGC,11.33,Consumer Cyclical,Manufacturing - Apparel & Accessories,Other Cut and Sew Apparel Manufacturing(315280),,,
2858,"Seattle Genetics, Inc. - Common Stock",SGEN,148.94,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
2859,"SMART Global Holdings, Inc. - Ordinary Shares",SGH,30.21,Technology,Semiconductors,,,,
2860,"Sigma Labs, Inc. - Common Stock",SGLB,3.00,Technology,Software,Other Scientific and Technical Consulting Services(541690),,,
2861,"Sigma Labs, Inc. - Warrant",SGLBW,nan,nan,nan,nan,,,
2862,"SigmaTron International, Inc. - Common Stock",SGMA,3.45,Technology,Hardware,Bare Printed Circuit Board Manufacturing(334412),,,
2863,"Sangamo Therapeutics, Inc. - Common Stock",SGMO,11.04,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
2864,Scientific Games Corp - Common Stock,SGMS,18.93,Consumer Cyclical,Travel & Leisure,Other Gambling Industries(713290),,,
2865,"SGOCO Group, Ltd - Ordinary Shares (Cayman Islands)",SGOC,0.95,Industrials,Conglomerates,,,,
2866,"SPAR Group, Inc. - Common Stock",SGRP,0.9296,Industrials,Business Services,All Other Business Support Services(561499),,,
2867,"Surgery Partners, Inc. - Common Stock",SGRY,15.36,Healthcare,Healthcare Providers & Services,Freestanding Ambulatory Surgical and Emergency Centers(621493),,,
2868,Shore Bancshares Inc - Common Stock,SHBI,12.35,Financial Services,Banks,Commercial Banking(522110),,,
2869,Shenandoah Telecommunications Co - Common Stock,SHEN,55.86,Communication Services,Telecommunication Services,Wired Telecommunications Carriers(517311),,,
2870,Seanergy Maritime Holdings Corp - Common Stock,SHIP,0.1949,Industrials,Transportation,Marine Cargo Handling(488320),,,
2871,Seanergy Maritime Holdings Corp - Class A Warrants,SHIPW,nan,nan,nan,nan,,,
2872,Seanergy Maritime Holdings Corp - Class B Warrant,SHIPZ,0.033,Industrials,Transportation,Marine Cargo Handling(488320),,,
2873,"Shiloh Industries, Inc. - Common Stock",SHLO,0.991,Consumer Cyclical,Vehicles & Parts,Other Motor Vehicle Parts Manufacturing(336390),,,
2874,"Steven Madden, Ltd. - Common Stock",SHOO,26.71,Consumer Cyclical,Manufacturing - Apparel & Accessories,Footwear Manufacturing(316210),,,
2875,"SharpSpring, Inc. - Common Stock",SHSP,9.08,Technology,Software,Software Publishers(511210),,,
2876,iShares Short Treasury Bond ETF,SHV,110.71,,,,,,
2877,iShares 1-3 Year Treasury Bond ETF,SHY,86.51,,,,,,
2878,"The Shyft Group, Inc. - Common Stock",SHYF,17.14,Industrials,Farm & Heavy Construction Machinery,Heavy Duty Truck Manufacturing(336120),,,
2879,"SI-BONE, Inc. - Common Stock",SIBN,17.98,Healthcare,Medical Devices & Instruments,Electromedical and Electrotherapeutic Apparatus Manufacturing(334510),,,
2880,"Select Interior Concepts, Inc. - Class A Common Stock",SIC,4.24,Consumer Cyclical,Homebuilding & Construction,New Single-Family Housing Construction (except Operative Builders)(236115),,,
2881,Siebert Financial Corp. - Common Stock,SIEB,7.16,Financial Services,Capital Markets,Securities Brokerage(523120),,,
2882,"Sientra, Inc. - Common Stock",SIEN,4.51,Healthcare,Medical Devices & Instruments,In-Vitro Diagnostic Substance Manufacturing(325413),,,
2883,"Sify Technologies Limited - American Depository Shares, each represented by one Equity Share",SIFY,0.9253,Communication Services,Telecommunication Services,,,,
2884,SIGA Technologies Inc. - Common Stock,SIGA,5.72,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
2885,"Selective Insurance Group, Inc. - Common Stock",SIGI,56.46,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
2886,Silicom Ltd - Ordinary Shares,SILC,35.46,Technology,Hardware,,,,
